order_id,customer_id,order_date,status,payment_method,product_id,product_name,category,quantity,unit_price,discount,line_value,is_completed,is_return
1421,1346,2023-02-10 21:58:16,completed,bank_transfer,207,Impact Haircare,Beauty & Health,1,518.71,0.05,492.77,1,0
1655,938,2023-02-11 17:27:30,returned,paypal,221,Response Haircare,Beauty & Health,3,704.75,0.0,2114.25,0,0
6490,2176,2023-02-11 19:38:27,returned,credit_card,82,Rich Furniture,Home & Kitchen,1,235.49,0.0,235.49,0,0
6951,848,2023-02-11 22:57:15,completed,paypal,266,Feeling Non-Fiction,Books & Media,1,110.99,0.0,110.99,1,0
6951,848,2023-02-11 22:57:15,completed,paypal,276,Recently Non-Fiction,Books & Media,1,341.21,0.0,341.21,1,0
6951,848,2023-02-11 22:57:15,completed,paypal,192,Participant Camping,Sports & Outdoors,1,697.79,0.0,697.79,1,0
6951,848,2023-02-11 22:57:15,completed,paypal,143,Writer Women,Apparel,1,421.93,0.0,421.93,1,0
6951,848,2023-02-11 22:57:15,completed,paypal,16,Yes Smartphone,Electronics,2,245.66,0.05,466.75,1,0
3555,73,2023-02-11 23:10:58,completed,paypal,185,Avoid Camping,Sports & Outdoors,2,582.19,0.0,1164.38,1,0
3555,73,2023-02-11 23:10:58,completed,paypal,159,Positive Camping,Sports & Outdoors,1,818.3,0.0,818.3,1,0
3555,73,2023-02-11 23:10:58,completed,paypal,174,Social Cycling,Sports & Outdoors,1,864.84,0.1,778.36,1,0
3555,73,2023-02-11 23:10:58,completed,paypal,249,Across Skincare,Beauty & Health,1,682.27,0.0,682.27,1,0
369,1482,2023-02-12 01:19:44,completed,credit_card,156,Occur Camping,Sports & Outdoors,1,372.8,0.0,372.8,1,0
369,1482,2023-02-12 01:19:44,completed,credit_card,75,Wonder Decor,Home & Kitchen,1,299.66,0.0,299.66,1,0
369,1482,2023-02-12 01:19:44,completed,credit_card,108,Word Men,Apparel,1,378.75,0.0,378.75,1,0
8987,624,2023-02-12 06:15:07,completed,gift_card,63,Song Appliance,Home & Kitchen,1,430.39,0.0,430.39,1,0
8987,624,2023-02-12 06:15:07,completed,gift_card,5,Yeah Smartphone,Electronics,1,503.34,0.0,503.34,1,0
8987,624,2023-02-12 06:15:07,completed,gift_card,111,Situation Men,Apparel,-1,227.31,0.0,-227.31,1,1
8347,523,2023-02-12 07:09:10,pending,debit_card,216,Effort Supplement,Beauty & Health,1,492.92,0.05,468.27,0,0
8761,13,2023-02-12 07:52:03,completed,gift_card,28,Series Accessorie,Electronics,1,749.19,0.0,749.19,1,0
8761,13,2023-02-12 07:52:03,completed,gift_card,96,Mind Decor,Home & Kitchen,3,682.77,0.05,1945.89,1,0
6745,2370,2023-02-12 16:24:49,completed,gift_card,295,Among Media,Books & Media,1,139.02,0.0,139.02,1,0
6745,2370,2023-02-12 16:24:49,completed,gift_card,34,Television Laptop,Electronics,1,399.8,0.15,339.83,1,0
3760,1215,2023-02-12 22:01:34,cancelled,gift_card,258,Difference Fiction,Books & Media,1,626.09,0.0,626.09,0,0
3760,1215,2023-02-12 22:01:34,cancelled,gift_card,260,Form Media,Books & Media,1,619.66,0.1,557.69,0,0
2442,905,2023-02-13 04:15:31,completed,gift_card,252,Property Non-Fiction,Books & Media,1,274.43,0.0,274.43,1,0
2442,905,2023-02-13 04:15:31,completed,gift_card,211,Everyone Skincare,Beauty & Health,1,943.9,0.0,943.9,1,0
8542,1030,2023-02-13 04:47:18,completed,bank_transfer,254,Them Children,Books & Media,1,286.86,0.1,258.17,1,0
8542,1030,2023-02-13 04:47:18,completed,bank_transfer,186,Along Fitnes,Sports & Outdoors,1,290.81,0.0,290.81,1,0
3221,1447,2023-02-13 04:56:39,pending,debit_card,147,Later Women,Apparel,1,517.03,0.0,517.03,0,0
3221,1447,2023-02-13 04:56:39,pending,debit_card,49,Left Laptop,Electronics,1,850.7,0.0,850.7,0,0
3221,1447,2023-02-13 04:56:39,pending,debit_card,162,Do Team Sport,Sports & Outdoors,3,126.53,0.0,379.59,0,0
7774,2246,2023-02-13 05:05:34,completed,bank_transfer,241,Low Personal Care,Beauty & Health,1,306.12,0.0,306.12,1,0
7774,2246,2023-02-13 05:05:34,completed,bank_transfer,96,Mind Decor,Home & Kitchen,1,682.77,0.05,648.63,1,0
7774,2246,2023-02-13 05:05:34,completed,bank_transfer,174,Social Cycling,Sports & Outdoors,1,864.84,0.1,778.36,1,0
7774,2246,2023-02-13 05:05:34,completed,bank_transfer,242,Huge Personal Care,Beauty & Health,1,166.1,0.0,166.1,1,0
2191,1641,2023-02-13 09:16:55,cancelled,paypal,158,Produce Cycling,Sports & Outdoors,1,282.03,0.0,282.03,0,0
2191,1641,2023-02-13 09:16:55,cancelled,paypal,229,Thus Skincare,Beauty & Health,1,690.53,0.0,690.53,0,0
5724,648,2023-02-13 11:47:32,completed,credit_card,263,Way Media,Books & Media,1,222.36,0.05,211.24,1,0
5724,648,2023-02-13 11:47:32,completed,credit_card,280,Start Fiction,Books & Media,1,121.8,0.1,109.62,1,0
4564,1738,2023-02-13 13:24:41,completed,gift_card,175,Either Fitnes,Sports & Outdoors,-1,600.57,0.1,-540.51,1,1
6801,2431,2023-02-13 23:30:47,completed,paypal,98,Southern Appliance,Home & Kitchen,1,71.96,0.1,64.76,1,0
6815,400,2023-02-14 06:24:36,completed,paypal,204,Artist Supplement,Beauty & Health,1,578.66,0.0,578.66,1,0
6815,400,2023-02-14 06:24:36,completed,paypal,295,Among Media,Books & Media,1,139.02,0.0,139.02,1,0
210,1085,2023-02-14 09:01:21,pending,paypal,60,Coach Furniture,Home & Kitchen,1,148.68,0.0,148.68,0,0
210,1085,2023-02-14 09:01:21,pending,paypal,29,Pressure Accessorie,Electronics,1,103.82,0.0,103.82,0,0
210,1085,2023-02-14 09:01:21,pending,paypal,235,Training Personal Care,Beauty & Health,1,370.09,0.2,296.07,0,0
210,1085,2023-02-14 09:01:21,pending,paypal,10,After Laptop,Electronics,1,309.24,0.05,293.78,0,0
210,1085,2023-02-14 09:01:21,pending,paypal,254,Them Children,Books & Media,3,286.86,0.1,774.52,0,0
6438,1265,2023-02-14 09:40:00,returned,paypal,236,Down Haircare,Beauty & Health,2,55.21,0.0,110.42,0,0
3228,824,2023-02-14 14:27:04,completed,debit_card,63,Song Appliance,Home & Kitchen,1,430.39,0.0,430.39,1,0
5835,971,2023-02-14 20:19:02,completed,gift_card,246,Close Personal Care,Beauty & Health,1,574.84,0.0,574.84,1,0
1612,2065,2023-02-14 20:59:37,completed,debit_card,19,Improve Smartphone,Electronics,1,727.02,0.0,727.02,1,0
1612,2065,2023-02-14 20:59:37,completed,debit_card,143,Writer Women,Apparel,2,421.93,0.05,801.67,1,0
1612,2065,2023-02-14 20:59:37,completed,debit_card,272,Pass Children,Books & Media,1,5.69,0.0,5.69,1,0
1612,2065,2023-02-14 20:59:37,completed,debit_card,89,Prepare Cookware,Home & Kitchen,1,247.06,0.05,234.71,1,0
8912,2395,2023-02-14 21:07:42,completed,paypal,139,About Men,Apparel,1,835.42,0.0,835.42,1,0
8912,2395,2023-02-14 21:07:42,completed,paypal,230,Fight Supplement,Beauty & Health,1,829.69,0.1,746.72,1,0
1394,2238,2023-02-14 23:40:18,returned,gift_card,46,Reflect Laptop,Electronics,1,397.56,0.0,397.56,0,0
1394,2238,2023-02-14 23:40:18,returned,gift_card,218,Month Supplement,Beauty & Health,3,127.17,0.0,381.51,0,0
1394,2238,2023-02-14 23:40:18,returned,gift_card,105,Physical Footwear,Apparel,2,375.87,0.0,751.74,0,0
652,1747,2023-02-15 00:09:29,completed,credit_card,78,Unit Cookware,Home & Kitchen,1,213.82,0.15,181.75,1,0
652,1747,2023-02-15 00:09:29,completed,credit_card,266,Feeling Non-Fiction,Books & Media,1,110.99,0.15,94.34,1,0
652,1747,2023-02-15 00:09:29,completed,credit_card,130,Fly Kid,Apparel,2,454.11,0.1,817.4,1,0
652,1747,2023-02-15 00:09:29,completed,credit_card,109,Health Footwear,Apparel,1,59.23,0.0,59.23,1,0
652,1747,2023-02-15 00:09:29,completed,credit_card,12,Get Smartphone,Electronics,3,156.75,0.0,470.25,1,0
6844,1726,2023-02-15 05:32:19,completed,credit_card,75,Wonder Decor,Home & Kitchen,1,299.66,0.0,299.66,1,0
6844,1726,2023-02-15 05:32:19,completed,credit_card,46,Reflect Laptop,Electronics,1,397.56,0.1,357.8,1,0
6844,1726,2023-02-15 05:32:19,completed,credit_card,255,Activity Non-Fiction,Books & Media,1,249.2,0.1,224.28,1,0
6844,1726,2023-02-15 05:32:19,completed,credit_card,270,Environmental Non-Fiction,Books & Media,1,34872.0,0.15,29641.2,1,0
3791,1265,2023-02-15 05:59:52,completed,debit_card,292,Store Fiction,Books & Media,1,425.68,0.0,425.68,1,0
3791,1265,2023-02-15 05:59:52,completed,debit_card,72,Difficult Cookware,Home & Kitchen,1,286.08,0.05,271.78,1,0
2452,1002,2023-02-15 06:22:20,completed,paypal,125,Increase Women,Apparel,1,584.13,0.0,584.13,1,0
2452,1002,2023-02-15 06:22:20,completed,paypal,181,Choice Team Sport,Sports & Outdoors,1,37.18,0.0,37.18,1,0
2452,1002,2023-02-15 06:22:20,completed,paypal,29,Pressure Accessorie,Electronics,1,103.82,0.0,103.82,1,0
2452,1002,2023-02-15 06:22:20,completed,paypal,173,Soon Fitnes,Sports & Outdoors,1,587.7,0.05,558.32,1,0
8517,921,2023-02-15 08:08:23,returned,debit_card,77,What Furniture,Home & Kitchen,1,103.53,0.0,103.53,0,0
8517,921,2023-02-15 08:08:23,returned,debit_card,238,Able Haircare,Beauty & Health,1,192.17,0.0,192.17,0,0
8517,921,2023-02-15 08:08:23,returned,debit_card,25,Protect Headphone,Electronics,1,282.92,0.15,240.48,0,0
3007,1400,2023-02-15 08:09:00,completed,gift_card,234,House Skincare,Beauty & Health,1,486.72,0.05,462.38,1,0
3007,1400,2023-02-15 08:09:00,completed,gift_card,205,Back Haircare,Beauty & Health,1,367.74,0.1,330.97,1,0
2080,2361,2023-02-15 15:19:26,completed,bank_transfer,265,Create Non-Fiction,Books & Media,-1,839.64,0.0,-839.64,1,1
2080,2361,2023-02-15 15:19:26,completed,bank_transfer,12,Get Smartphone,Electronics,-1,156.75,0.0,-156.75,1,1
2080,2361,2023-02-15 15:19:26,completed,bank_transfer,11,Change Smartphone,Electronics,2,216.27,0.0,432.54,1,0
2080,2361,2023-02-15 15:19:26,completed,bank_transfer,183,High Camping,Sports & Outdoors,1,942.96,0.0,942.96,1,0
3685,1909,2023-02-15 17:18:57,pending,gift_card,90,Group Furniture,Home & Kitchen,1,219.22,0.0,219.22,0,0
8507,131,2023-02-15 17:56:49,completed,bank_transfer,211,Everyone Skincare,Beauty & Health,1,943.9,0.1,849.51,1,0
8507,131,2023-02-15 17:56:49,completed,bank_transfer,115,Quickly Footwear,Apparel,2,251.88,0.05,478.57,1,0
8507,131,2023-02-15 17:56:49,completed,bank_transfer,110,Section Footwear,Apparel,1,52.92,0.0,52.92,1,0
8507,131,2023-02-15 17:56:49,completed,bank_transfer,104,Major Men,Apparel,3,957.31,0.0,2871.93,1,0
1543,1649,2023-02-15 19:29:37,returned,credit_card,104,Major Men,Apparel,2,957.31,0.2,1531.7,0,0
1543,1649,2023-02-15 19:29:37,returned,credit_card,75,Wonder Decor,Home & Kitchen,1,299.66,0.0,299.66,0,0
1543,1649,2023-02-15 19:29:37,returned,credit_card,200,White Fitnes,Sports & Outdoors,2,533.81,0.05,1014.24,0,0
8892,534,2023-02-15 20:48:21,completed,credit_card,73,Travel Appliance,Home & Kitchen,1,346.78,0.05,329.44,1,0
8233,696,2023-02-15 21:28:48,pending,bank_transfer,199,Yes Fitnes,Sports & Outdoors,1,51.0,0.0,51.0,0,0
5908,2348,2023-02-15 23:09:06,pending,bank_transfer,175,Either Fitnes,Sports & Outdoors,1,600.57,0.0,600.57,0,0
5908,2348,2023-02-15 23:09:06,pending,bank_transfer,273,Ask Children,Books & Media,1,560.24,0.0,560.24,0,0
5908,2348,2023-02-15 23:09:06,pending,bank_transfer,27,Into Laptop,Electronics,1,686.85,0.2,549.48,0,0
4107,2035,2023-02-15 23:50:07,cancelled,debit_card,183,High Camping,Sports & Outdoors,1,942.96,0.0,942.96,0,0
4686,1760,2023-02-15 23:53:13,completed,debit_card,192,Participant Camping,Sports & Outdoors,1,697.79,0.0,697.79,1,0
4686,1760,2023-02-15 23:53:13,completed,debit_card,93,Fear Appliance,Home & Kitchen,1,98.57,0.15,83.78,1,0
6723,373,2023-02-16 03:17:20,returned,credit_card,252,Property Non-Fiction,Books & Media,2,274.43,0.05,521.42,0,0
6723,373,2023-02-16 03:17:20,returned,credit_card,59,Action Furniture,Home & Kitchen,1,287.12,0.0,287.12,0,0
6723,373,2023-02-16 03:17:20,returned,credit_card,10,After Laptop,Electronics,1,309.24,0.0,309.24,0,0
6723,373,2023-02-16 03:17:20,returned,credit_card,103,Carry Women,Apparel,1,456.96,0.0,456.96,0,0
4028,2430,2023-02-16 03:41:12,completed,gift_card,193,Add Camping,Sports & Outdoors,1,351.11,0.0,351.11,1,0
5891,132,2023-02-16 04:25:16,cancelled,debit_card,81,Real Furniture,Home & Kitchen,1,779.01,0.05,740.06,0,0
5891,132,2023-02-16 04:25:16,cancelled,debit_card,57,Try Cookware,Home & Kitchen,1,510.39,0.0,510.39,0,0
5891,132,2023-02-16 04:25:16,cancelled,debit_card,5,Yeah Smartphone,Electronics,2,503.34,0.15,855.68,0,0
7689,90,2023-02-16 07:15:34,completed,bank_transfer,126,Field Men,Apparel,2,240.49,0.2,384.78,1,0
7689,90,2023-02-16 07:15:34,completed,bank_transfer,97,Black Appliance,Home & Kitchen,1,628.48,0.1,565.63,1,0
3886,293,2023-02-16 11:37:14,completed,gift_card,283,Strategy Children,Books & Media,1,680.49,0.0,680.49,1,0
8551,69,2023-02-16 23:52:37,pending,credit_card,142,Card Footwear,Apparel,1,717.32,0.15,609.72,0,0
4968,1126,2023-02-16 23:55:00,returned,gift_card,55,Others Cookware,Home & Kitchen,1,395.52,0.15,336.19,0,0
4968,1126,2023-02-16 23:55:00,returned,gift_card,27,Into Laptop,Electronics,1,686.85,0.2,549.48,0,0
4968,1126,2023-02-16 23:55:00,returned,gift_card,119,Reflect Kid,Apparel,1,519.85,0.05,493.86,0,0
5519,1967,2023-02-17 00:25:18,pending,credit_card,267,Born Fiction,Books & Media,1,253.7,0.05,241.02,0,0
5179,503,2023-02-17 03:42:24,cancelled,gift_card,63,Song Appliance,Home & Kitchen,2,430.39,0.05,817.74,0,0
5179,503,2023-02-17 03:42:24,cancelled,gift_card,257,Minute Children,Books & Media,1,8.4,0.0,8.4,0,0
1253,908,2023-02-17 14:37:32,completed,gift_card,174,Social Cycling,Sports & Outdoors,1,864.84,0.0,864.84,1,0
1253,908,2023-02-17 14:37:32,completed,gift_card,233,Say Haircare,Beauty & Health,1,82.49,0.0,82.49,1,0
1253,908,2023-02-17 14:37:32,completed,gift_card,72,Difficult Cookware,Home & Kitchen,2,286.08,0.05,543.55,1,0
1253,908,2023-02-17 14:37:32,completed,gift_card,243,Son Personal Care,Beauty & Health,1,746.93,0.0,746.93,1,0
1253,908,2023-02-17 14:37:32,completed,gift_card,58,Artist Appliance,Home & Kitchen,1,87.55,0.15,74.42,1,0
3157,985,2023-02-17 15:34:34,returned,paypal,116,Ahead Men,Apparel,1,862.37,0.0,862.37,0,0
3157,985,2023-02-17 15:34:34,returned,paypal,15,Sea Headphone,Electronics,1,536.46,0.0,536.46,0,0
2972,2175,2023-02-18 06:05:35,returned,gift_card,136,Watch Footwear,Apparel,1,974.39,0.0,974.39,0,0
2972,2175,2023-02-18 06:05:35,returned,gift_card,144,Almost Women,Apparel,1,299.76,0.05,284.77,0,0
2972,2175,2023-02-18 06:05:35,returned,gift_card,58,Artist Appliance,Home & Kitchen,1,87.55,0.05,83.17,0,0
2972,2175,2023-02-18 06:05:35,returned,gift_card,78,Unit Cookware,Home & Kitchen,2,213.82,0.1,384.88,0,0
2111,671,2023-02-18 06:09:42,completed,paypal,123,Anything Footwear,Apparel,1,840.94,0.0,840.94,1,0
32,797,2023-02-18 06:55:52,completed,paypal,115,Quickly Footwear,Apparel,1,251.88,0.0,251.88,1,0
32,797,2023-02-18 06:55:52,completed,paypal,207,Impact Haircare,Beauty & Health,1,518.71,0.2,414.97,1,0
32,797,2023-02-18 06:55:52,completed,paypal,12,Get Smartphone,Electronics,-1,156.75,0.0,-156.75,1,1
32,797,2023-02-18 06:55:52,completed,paypal,61,Trade Appliance,Home & Kitchen,1,512.76,0.0,512.76,1,0
1485,1025,2023-02-18 13:02:33,pending,credit_card,26,Agent Laptop,Electronics,1,259.69,0.05,246.71,0,0
8408,1350,2023-02-18 13:19:27,cancelled,credit_card,192,Participant Camping,Sports & Outdoors,1,697.79,0.05,662.9,0,0
8408,1350,2023-02-18 13:19:27,cancelled,credit_card,124,Act Kid,Apparel,1,640.23,0.05,608.22,0,0
8408,1350,2023-02-18 13:19:27,cancelled,credit_card,112,Performance Women,Apparel,1,10.73,0.0,10.73,0,0
8408,1350,2023-02-18 13:19:27,cancelled,credit_card,112,Performance Women,Apparel,1,10.73,0.0,10.73,0,0
511,285,2023-02-18 20:03:55,completed,credit_card,202,Thank Skincare,Beauty & Health,2,514.85,0.2,823.76,1,0
791,998,2023-02-18 20:05:20,returned,credit_card,257,Minute Children,Books & Media,1,8.4,0.0,8.4,0,0
6105,643,2023-02-19 00:52:28,cancelled,bank_transfer,11,Change Smartphone,Electronics,1,216.27,0.15,183.83,0,0
6105,643,2023-02-19 00:52:28,cancelled,bank_transfer,77,What Furniture,Home & Kitchen,1,103.53,0.0,103.53,0,0
1893,2371,2023-02-19 02:16:20,returned,gift_card,29,Pressure Accessorie,Electronics,1,103.82,0.1,93.44,0,0
7228,1257,2023-02-19 06:43:55,completed,debit_card,108,Word Men,Apparel,1,378.75,0.1,340.88,1,0
7228,1257,2023-02-19 06:43:55,completed,debit_card,15,Sea Headphone,Electronics,2,536.46,0.0,1072.92,1,0
7228,1257,2023-02-19 06:43:55,completed,debit_card,255,Activity Non-Fiction,Books & Media,2,249.2,0.2,398.72,1,0
7228,1257,2023-02-19 06:43:55,completed,debit_card,95,They Appliance,Home & Kitchen,2,711.68,0.0,1423.36,1,0
3369,792,2023-02-19 11:38:29,returned,credit_card,203,Officer Skincare,Beauty & Health,2,431.09,0.0,862.18,0,0
7329,1908,2023-02-19 14:13:30,pending,credit_card,282,Discuss Fiction,Books & Media,1,280.61,0.05,266.58,0,0
7329,1908,2023-02-19 14:13:30,pending,credit_card,72,Difficult Cookware,Home & Kitchen,1,286.08,0.1,257.47,0,0
7329,1908,2023-02-19 14:13:30,pending,credit_card,72,Difficult Cookware,Home & Kitchen,1,286.08,0.1,257.47,0,0
8480,2394,2023-02-19 17:30:40,completed,bank_transfer,71,Green Furniture,Home & Kitchen,1,362.18,0.0,362.18,1,0
8480,2394,2023-02-19 17:30:40,completed,bank_transfer,226,Recognize Skincare,Beauty & Health,1,211.98,0.0,211.98,1,0
8480,2394,2023-02-19 17:30:40,completed,bank_transfer,77,What Furniture,Home & Kitchen,3,103.53,0.2,248.47,1,0
8480,2394,2023-02-19 17:30:40,completed,bank_transfer,49,Left Laptop,Electronics,1,850.7,0.0,850.7,1,0
8480,2394,2023-02-19 17:30:40,completed,bank_transfer,49,Left Laptop,Electronics,1,850.7,0.0,850.7,1,0
8258,1146,2023-02-20 05:00:25,completed,paypal,175,Either Fitnes,Sports & Outdoors,1,600.57,0.1,540.51,1,0
8258,1146,2023-02-20 05:00:25,completed,paypal,290,Administration Children,Books & Media,1,908.96,0.0,908.96,1,0
3376,1540,2023-02-20 06:09:04,completed,paypal,221,Response Haircare,Beauty & Health,1,704.75,0.0,704.75,1,0
3376,1540,2023-02-20 06:09:04,completed,paypal,73,Travel Appliance,Home & Kitchen,1,346.78,0.0,346.78,1,0
6817,116,2023-02-20 08:02:08,pending,bank_transfer,131,Spring Kid,Apparel,1,797.13,0.0,797.13,0,0
3814,343,2023-02-20 08:15:33,completed,bank_transfer,287,Total Fiction,Books & Media,1,754.14,0.2,603.31,1,0
3814,343,2023-02-20 08:15:33,completed,bank_transfer,69,Front Decor,Home & Kitchen,2,274.11,0.0,548.22,1,0
3814,343,2023-02-20 08:15:33,completed,bank_transfer,7,Beyond Accessorie,Electronics,1,357.42,0.2,285.94,1,0
3814,343,2023-02-20 08:15:33,completed,bank_transfer,158,Produce Cycling,Sports & Outdoors,1,282.03,0.0,282.03,1,0
2496,917,2023-02-20 08:56:53,returned,paypal,270,Environmental Non-Fiction,Books & Media,1,34872.0,0.0,34872.0,0,0
2496,917,2023-02-20 08:56:53,returned,paypal,283,Strategy Children,Books & Media,1,680.49,0.0,680.49,0,0
2496,917,2023-02-20 08:56:53,returned,paypal,272,Pass Children,Books & Media,1,5.69,0.0,5.69,0,0
2009,2314,2023-02-20 10:48:50,completed,bank_transfer,166,Power Fitnes,Sports & Outdoors,1,278.38,0.05,264.46,1,0
2009,2314,2023-02-20 10:48:50,completed,bank_transfer,147,Later Women,Apparel,1,517.03,0.05,491.18,1,0
2009,2314,2023-02-20 10:48:50,completed,bank_transfer,134,Democrat Kid,Apparel,1,541.79,0.0,541.79,1,0
3605,319,2023-02-20 15:17:22,returned,paypal,121,Themselves Footwear,Apparel,-1,183.38,0.05,-174.21,0,1
1558,1180,2023-02-20 17:08:07,pending,paypal,76,Cover Furniture,Home & Kitchen,3,938.11,0.0,2814.33,0,0
1558,1180,2023-02-20 17:08:07,pending,paypal,91,Almost Decor,Home & Kitchen,3,369.86,0.0,1109.58,0,0
1558,1180,2023-02-20 17:08:07,pending,paypal,269,Note Non-Fiction,Books & Media,1,603.81,0.0,603.81,0,0
1558,1180,2023-02-20 17:08:07,pending,paypal,8,Plant Smartphone,Electronics,1,295.82,0.1,266.24,0,0
6369,2095,2023-02-20 20:49:40,completed,paypal,86,Less Decor,Home & Kitchen,2,443.6,0.1,798.48,1,0
6369,2095,2023-02-20 20:49:40,completed,paypal,168,Wait Camping,Sports & Outdoors,1,649.6,0.0,649.6,1,0
6369,2095,2023-02-20 20:49:40,completed,paypal,168,Wait Camping,Sports & Outdoors,1,649.6,0.0,649.6,1,0
6369,2095,2023-02-20 20:49:40,completed,paypal,138,By Kid,Apparel,1,54.35,0.0,54.35,1,0
6369,2095,2023-02-20 20:49:40,completed,paypal,82,Rich Furniture,Home & Kitchen,1,235.49,0.1,211.94,1,0
6369,2095,2023-02-20 20:49:40,completed,paypal,81,Real Furniture,Home & Kitchen,1,779.01,0.0,779.01,1,0
7467,1174,2023-02-20 21:41:07,completed,bank_transfer,257,Minute Children,Books & Media,2,8.4,0.0,16.8,1,0
4809,1422,2023-02-21 03:43:39,completed,paypal,68,Bar Appliance,Home & Kitchen,3,133.13,0.1,359.45,1,0
4809,1422,2023-02-21 03:43:39,completed,paypal,171,Her Camping,Sports & Outdoors,1,14.73,0.2,11.78,1,0
7701,1429,2023-02-21 05:09:46,completed,debit_card,22,Scientist Smartphone,Electronics,2,205.71,0.1,370.28,1,0
3997,58,2023-02-21 06:35:15,returned,debit_card,140,Fall Footwear,Apparel,1,500.02,0.0,500.02,0,0
3997,58,2023-02-21 06:35:15,returned,debit_card,167,Practice Fitnes,Sports & Outdoors,1,39.88,0.0,39.88,0,0
1457,1256,2023-02-21 09:51:46,pending,debit_card,44,Walk Camera,Electronics,1,6.81,0.0,6.81,0,0
1457,1256,2023-02-21 09:51:46,pending,debit_card,295,Among Media,Books & Media,1,139.02,0.2,111.22,0,0
1457,1256,2023-02-21 09:51:46,pending,debit_card,148,Answer Women,Apparel,1,304.48,0.1,274.03,0,0
1457,1256,2023-02-21 09:51:46,pending,debit_card,273,Ask Children,Books & Media,1,560.24,0.0,560.24,0,0
1457,1256,2023-02-21 09:51:46,pending,debit_card,154,Attack Cycling,Sports & Outdoors,1,115.68,0.0,115.68,0,0
8858,1531,2023-02-21 11:56:22,completed,credit_card,271,Create Children,Books & Media,1,756.22,0.0,756.22,1,0
8858,1531,2023-02-21 11:56:22,completed,credit_card,85,Event Furniture,Home & Kitchen,1,530.7,0.2,424.56,1,0
8858,1531,2023-02-21 11:56:22,completed,credit_card,279,Scientist Non-Fiction,Books & Media,1,226.81,0.0,226.81,1,0
8858,1531,2023-02-21 11:56:22,completed,credit_card,66,Wide Cookware,Home & Kitchen,1,447.18,0.05,424.82,1,0
7011,1873,2023-02-21 12:50:13,completed,gift_card,30,Hospital Laptop,Electronics,1,477.17,0.15,405.59,1,0
7011,1873,2023-02-21 12:50:13,completed,gift_card,15,Sea Headphone,Electronics,1,536.46,0.0,536.46,1,0
8197,2343,2023-02-21 17:08:47,returned,credit_card,215,Want Supplement,Beauty & Health,1,501.1,0.0,501.1,0,0
8197,2343,2023-02-21 17:08:47,returned,credit_card,2,Maintain Laptop,Electronics,1,807.37,0.0,807.37,0,0
7063,175,2023-02-21 17:23:45,completed,debit_card,255,Activity Non-Fiction,Books & Media,1,249.2,0.0,249.2,1,0
1103,1477,2023-02-21 19:59:59,completed,bank_transfer,185,Avoid Camping,Sports & Outdoors,1,582.19,0.0,582.19,1,0
1103,1477,2023-02-21 19:59:59,completed,bank_transfer,272,Pass Children,Books & Media,1,5.69,0.0,5.69,1,0
4211,898,2023-02-21 22:49:36,returned,gift_card,111,Situation Men,Apparel,1,227.31,0.0,227.31,0,0
4211,898,2023-02-21 22:49:36,returned,gift_card,197,Own Camping,Sports & Outdoors,2,538.79,0.05,1023.7,0,0
4211,898,2023-02-21 22:49:36,returned,gift_card,170,Offer Team Sport,Sports & Outdoors,1,723.66,0.0,723.66,0,0
7564,1640,2023-02-22 00:31:28,completed,debit_card,40,Because Laptop,Electronics,3,171.89,0.1,464.1,1,0
7564,1640,2023-02-22 00:31:28,completed,debit_card,235,Training Personal Care,Beauty & Health,1,370.09,0.05,351.59,1,0
5536,328,2023-02-22 03:05:03,pending,debit_card,160,Where Camping,Sports & Outdoors,1,150.1,0.05,142.6,0,0
8555,2178,2023-02-22 17:57:30,completed,paypal,249,Across Skincare,Beauty & Health,1,682.27,0.05,648.16,1,0
8555,2178,2023-02-22 17:57:30,completed,paypal,83,Rich Furniture,Home & Kitchen,1,243.1,0.0,243.1,1,0
8555,2178,2023-02-22 17:57:30,completed,paypal,8,Plant Smartphone,Electronics,1,295.82,0.0,295.82,1,0
2514,1146,2023-02-23 06:54:02,returned,bank_transfer,44,Walk Camera,Electronics,3,6.81,0.0,20.43,0,0
2514,1146,2023-02-23 06:54:02,returned,bank_transfer,107,Appear Women,Apparel,3,963.92,0.0,2891.76,0,0
4027,2476,2023-02-23 09:10:29,cancelled,bank_transfer,164,Great Team Sport,Sports & Outdoors,1,446.58,0.05,424.25,0,0
4027,2476,2023-02-23 09:10:29,cancelled,bank_transfer,71,Green Furniture,Home & Kitchen,1,362.18,0.1,325.96,0,0
4027,2476,2023-02-23 09:10:29,cancelled,bank_transfer,160,Where Camping,Sports & Outdoors,2,150.1,0.0,300.2,0,0
4027,2476,2023-02-23 09:10:29,cancelled,bank_transfer,55,Others Cookware,Home & Kitchen,2,395.52,0.05,751.49,0,0
4027,2476,2023-02-23 09:10:29,cancelled,bank_transfer,275,Culture Children,Books & Media,1,82.62,0.0,82.62,0,0
1479,1008,2023-02-23 09:35:32,completed,credit_card,256,Baby Non-Fiction,Books & Media,1,537.93,0.0,537.93,1,0
7651,2214,2023-02-23 15:14:38,cancelled,bank_transfer,275,Culture Children,Books & Media,1,82.62,0.0,82.62,0,0
4173,472,2023-02-23 16:55:09,completed,bank_transfer,52,Still Cookware,Home & Kitchen,1,12.48,0.0,12.48,1,0
